country;type_community;marital_status;educatational;gender;age;occupation;household_compostion;support_refugees
ELLADA;Rural area or village;(Re-)Married: without children;15;Man;70;Retired, unable to work;2;4
ELLADA;Rural area or village;Single: without children;18;Woman;20;Employed position, service job;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;20;Woman;40;Middle management, etc.;2;1
ELLADA;Rural area or village;Single: without children;18;Man;29;Employed position, travelling;3;5
ELLADA;Rural area or village;Single: without children;18;Man;26;Unemployed, temporarily not working;4;2
ELLADA;Rural area or village;(Re-)Married: without children;18;Man;59;Retired, unable to work;2;2
ELLADA;Rural area or village;(Re-)Married: without children;25;Man;62;Unemployed, temporarily not working;3;2
ELLADA;Rural area or village;(Re-)Married: without children;12;Woman;76;Responsible for ordinary shopping, etc.;2;3
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;78;Retired, unable to work;2;1
ELLADA;Rural area or village;(Re-)Married: without children;12;Woman;67;Retired, unable to work;2;2
ELLADA;Rural area or village;Divorced/Separated: without children;19;Woman;60;Employed position, service job;1;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Man;19;Skilled manual worker;2;1
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Woman;24;Responsible for ordinary shopping, etc.;2;3
ELLADA;Large town;(Re-)Married: without children;18;Man;74;Retired, unable to work;2;1
ELLADA;Large town;Single: without children;12;Woman;68;Retired, unable to work;3;2
ELLADA;Large town;Widow: with children;20;Woman;68;Responsible for ordinary shopping, etc.;2;2
ELLADA;Large town;Divorced/Separated: without children;23;Man;53;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Large town;Single: without children;28;Man;34;Unemployed, temporarily not working;3;2
ELLADA;Large town;Other (SPONT.);98;Man;19;Student;2;4
ELLADA;Large town;(Re-)Married: without children;24;Woman;41;Employed position, at desk;2;1
ELLADA;Large town;(Re-)Married: without children;20;Woman;70;Responsible for ordinary shopping, etc.;2;2
ELLADA;Large town;Widow: with children;15;Woman;58;Retired, unable to work;2;3
ELLADA;Large town;(Re-)Married: children this marriage;12;Man;50;Employed position, travelling;3;2
ELLADA;Large town;(Re-)Married: without children;18;Man;65;Retired, unable to work;2;2
ELLADA;Large town;(Re-)Married: children this marriage;42;Man;46;Employed position, at desk;4;2
ELLADA;Large town;Divorced/Separated: without children;13;Man;69;Unemployed, temporarily not working;2;1
ELLADA;Large town;Divorced/Separated: with children;18;Woman;46;Employed position, service job;3;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;50;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Large town;(Re-)Married: without children;12;Man;70;Retired, unable to work;2;3
ELLADA;Large town;Widow: without children;18;Woman;60;Retired, unable to work;1;3
ELLADA;Small/middle town;Single: without children;22;Man;30;Unemployed, temporarily not working;2;4
ELLADA;Small/middle town;Divorced/Separated: without children;15;Woman;50;Employed position, service job;1;4
ELLADA;Small/middle town;Single: without children;18;Man;33;Skilled manual worker;1;3
ELLADA;Large town;(Re-)Married: children this marriage;12;Man;60;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Large town;Widow: with children;12;Woman;60;Responsible for ordinary shopping, etc.;3;4
ELLADA;Large town;Single: without children;26;Man;27;Unemployed, temporarily not working;3;2
ELLADA;Large town;(Re-)Married: without children;15;Man;34;Owner of a shop, craftsmen, etc.;2;4
ELLADA;Large town;(Re-)Married: without children;22;Man;65;Retired, unable to work;2;3
ELLADA;Large town;Single: without children;22;Man;34;Professional (lawyer, etc.);1;4
ELLADA;Large town;Single: without children;98;Man;17;Student;3;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;59;Retired, unable to work;3;4
ELLADA;Small/middle town;Single: without children;18;Woman;57;Employed position, at desk;3;2
ELLADA;Small/middle town;(Re-)Married: without children;12;Woman;58;Responsible for ordinary shopping, etc.;2;4
ELLADA;Small/middle town;Widow: without children;12;Woman;60;Retired, unable to work;4;4
ELLADA;Small/middle town;(Re-)Married: children this marriage;15;Woman;36;Unemployed, temporarily not working;3;4
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;47;Unemployed, temporarily not working;4;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;25;Unemployed, temporarily not working;2;3
ELLADA;Small/middle town;Single: without children;18;Man;21;Unemployed, temporarily not working;3;4
ELLADA;Small/middle town;(Re-)Married: without children;18;Man;57;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;14;Man;49;Owner of a shop, craftsmen, etc.;4;3
ELLADA;Rural area or village;Single liv w partner: without children;22;Woman;30;Owner of a shop, craftsmen, etc.;3;5
ELLADA;Small/middle town;(Re-)Married: without children;22;Woman;70;Retired, unable to work;2;2
ELLADA;Small/middle town;(Re-)Married: without children;22;Woman;75;Retired, unable to work;2;2
ELLADA;Small/middle town;Single liv w partner: without children;24;Woman;29;Employed position, travelling;3;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;24;Man;60;Middle management, etc.;4;2
ELLADA;Large town;Single liv w partner: without children;20;Man;41;Owner of a shop, craftsmen, etc.;1;2
ELLADA;Large town;Single liv w partner: without children;22;Woman;31;Employed position, service job;3;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;53;Employed position, travelling;3;2
ELLADA;Large town;(Re-)Married: children this marriage;23;Man;57;Retired, unable to work;3;2
ELLADA;Large town;(Re-)Married: children this marriage;22;Man;42;Employed position, at desk;2;2
ELLADA;Large town;(Re-)Married: without children;18;Man;75;Retired, unable to work;2;2
ELLADA;Large town;(Re-)Married: without children;18;Man;88;Retired, unable to work;2;2
ELLADA;Large town;Widow: without children;12;Woman;78;Retired, unable to work;1;2
ELLADA;Large town;Divorced/Separated: without children;22;Woman;50;Professional (lawyer, etc.);1;2
ELLADA;Large town;(Re-)Married: children this marriage;23;Woman;56;Employed position, at desk;3;2
ELLADA;Large town;Single liv w partner: without children;23;Woman;26;Employed position, travelling;2;2
ELLADA;Large town;Single liv w partner: without children;22;Man;24;Unemployed, temporarily not working;3;2
ELLADA;Large town;Single liv w partner: without children;22;Man;33;Unemployed, temporarily not working;3;2
ELLADA;Large town;(Re-)Married: children this marriage;48;Woman;48;Unemployed, temporarily not working;4;2
ELLADA;Large town;(Re-)Married: children this marriage;20;Man;46;Employed position, travelling;4;2
ELLADA;Large town;(Re-)Married: children this marriage;22;Woman;38;Middle management, etc.;2;2
ELLADA;Large town;Single: without children;98;Man;21;Student;1;2
ELLADA;Large town;(Re-)Married: children this marriage;26;Woman;45;Unemployed, temporarily not working;2;3
ELLADA;Large town;Single: without children;98;Man;18;Student;1;2
ELLADA;Large town;Single: without children;24;Woman;30;Unemployed, temporarily not working;4;3
ELLADA;Rural area or village;(Re-)Married: without children;18;Woman;23;Employed position, at desk;2;2
ELLADA;Rural area or village;Single: without children;98;Woman;17;Student;3;2
ELLADA;Rural area or village;Divorced/Separated: with children;18;Woman;39;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: without children;18;Woman;68;Responsible for ordinary shopping, etc.;2;1
ELLADA;Rural area or village;Single: without children;18;Man;30;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;22;Man;49;Owner of a shop, craftsmen, etc.;3;3
ELLADA;Rural area or village;Single liv w partner: without children;18;Man;26;Skilled manual worker;2;1
ELLADA;Rural area or village;Single: without children;22;Man;45;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;22;Man;56;Middle management, etc.;4;5
ELLADA;Rural area or village;Single: without children;18;Man;38;Farmer;3;4
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;75;Retired, unable to work;2;3
ELLADA;Rural area or village;(Re-)Married: without children;12;Woman;70;Retired, unable to work;2;2
ELLADA;Rural area or village;Widow: without children;12;Woman;79;Retired, unable to work;1;3
ELLADA;Rural area or village;(Re-)Married: without children;18;Man;55;Owner of a shop, craftsmen, etc.;2;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;22;Woman;40;Responsible for ordinary shopping, etc.;3;2
ELLADA;Rural area or village;Single: without children;22;Man;53;Farmer;3;3
ELLADA;Large town;Widow: without children;12;Woman;77;Retired, unable to work;1;2
ELLADA;Large town;Widow: with children;12;Woman;67;Retired, unable to work;7;3
ELLADA;Large town;Single: without children;18;Man;30;Employed position, travelling;3;3
ELLADA;Large town;(Re-)Married: children this marriage;12;Woman;72;Retired, unable to work;3;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;50;Owner of a shop, craftsmen, etc.;4;2
ELLADA;Large town;Single: without children;26;Woman;46;Employed professional (employed doctor, etc.);1;2
ELLADA;Large town;Divorced/Separated: without children;22;Woman;45;Middle management, etc.;1;2
ELLADA;Large town;(Re-)Married: children this marriage;21;Woman;50;Employed position, service job;4;2
ELLADA;Small/middle town;Single liv w partner: without children;21;Woman;21;Unemployed, temporarily not working;4;3
ELLADA;Small/middle town;Single liv w partner: without children;24;Man;30;Professional (lawyer, etc.);3;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;22;Woman;33;Employed position, travelling;2;2
ELLADA;Small/middle town;Single liv w partner: without children;98;Man;20;Student;4;2
ELLADA;Small/middle town;(Re-)Married: without children;12;Woman;65;Retired, unable to work;2;3
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Man;36;Farmer;2;3
ELLADA;Small/middle town;Widow: without children;12;Woman;70;Retired, unable to work;1;3
ELLADA;Small/middle town;(Re-)Married: without children;24;Man;80;Retired, unable to work;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;44;Farmer;2;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;22;Man;41;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;77;Retired, unable to work;2;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;23;Woman;47;Employed position, at desk;4;2
ELLADA;Rural area or village;Single liv w partner: without children;23;Man;26;Employed position, at desk;4;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;22;Woman;27;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;69;Retired, unable to work;2;2
ELLADA;Rural area or village;Single liv w partner: without children;25;Man;30;Employed professional (employed doctor, etc.);4;2
ELLADA;Large town;Divorced/Separated: with children;18;Woman;49;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Large town;Single: without children;24;Man;36;Employed position, at desk;4;2
ELLADA;Large town;Single liv w partner: without children;18;Man;53;Owner of a shop, craftsmen, etc.;2;3
ELLADA;Large town;Widow: with children;22;Woman;43;Employed position, at desk;3;4
ELLADA;Rural area or village;(Re-)Married: without children;12;Woman;63;Farmer;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;57;Farmer;4;3
ELLADA;Rural area or village;(Re-)Married: without children;22;Woman;27;Unemployed, temporarily not working;2;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Man;74;Retired, unable to work;3;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Woman;56;Responsible for ordinary shopping, etc.;3;3
ELLADA;Rural area or village;(Re-)Married: without children;13;Man;77;Retired, unable to work;4;3
ELLADA;Rural area or village;(Re-)Married: without children;15;Woman;70;Retired, unable to work;2;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;42;Owner of a shop, craftsmen, etc.;2;3
ELLADA;Large town;Other (SPONT.);99;Man;22;Employed position, travelling;4;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;50;Owner of a shop, craftsmen, etc.;4;3
ELLADA;Large town;Other (SPONT.);18;Woman;21;Employed position, travelling;4;2
ELLADA;Large town;(Re-)Married: children this marriage;23;Man;60;Employed position, service job;3;4
ELLADA;Rural area or village;Other (SPONT.);18;Man;25;Employed position, travelling;4;2
ELLADA;Rural area or village;Widow: without children;15;Woman;80;Retired, unable to work;1;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;50;Farmer;3;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;58;Farmer;5;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Man;59;Owner of a shop, craftsmen, etc.;4;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;46;Farmer;3;2
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;63;Retired, unable to work;2;3
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;76;Retired, unable to work;2;3
ELLADA;Large town;(Re-)Married: children this marriage;20;Man;34;Employed position, travelling;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;39;Unemployed, temporarily not working;2;3
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;33;Employed position, travelling;2;2
ELLADA;Small/middle town;Other (SPONT.);99;Man;25;Employed position, travelling;4;3
ELLADA;Rural area or village;Single: without children;98;Man;22;Student;5;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;38;Employed position, travelling;2;1
ELLADA;Rural area or village;Single: without children;24;Woman;30;Owner of a shop, craftsmen, etc.;3;1
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;47;Responsible for ordinary shopping, etc.;4;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;45;Unskilled manual worker, etc.;2;3
ELLADA;Rural area or village;(Re-)Married: without children;18;Woman;29;Employed position, travelling;2;4
ELLADA;Rural area or village;Single: without children;23;Man;35;Owner of a shop, craftsmen, etc.;3;1
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;40;Farmer;2;2
ELLADA;Rural area or village;(Re-)Married: without children;22;Woman;30;Employed position, travelling;4;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;23;Woman;38;Middle management, etc.;3;1
ELLADA;Rural area or village;(Re-)Married: without children;18;Woman;59;Responsible for ordinary shopping, etc.;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;45;Employed position, travelling;2;2
ELLADA;Rural area or village;Divorced/Separated: without children;18;Woman;49;Skilled manual worker;2;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;22;Woman;40;Business proprietors, etc.;2;2
ELLADA;Rural area or village;Divorced/Separated: with children;18;Woman;50;Unskilled manual worker, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;20;Man;62;Owner of a shop, craftsmen, etc.;3;3
ELLADA;Small/middle town;(Re-)Married: children this marriage;27;Man;73;Retired, unable to work;3;4
ELLADA;Large town;Single liv w partner: without children;98;Woman;19;Student;2;2
ELLADA;Large town;(Re-)Married: children this marriage;19;Man;77;Retired, unable to work;3;2
ELLADA;Small/middle town;(Re-)Married: without children;18;Woman;73;Responsible for ordinary shopping, etc.;2;1
ELLADA;Small/middle town;Single: without children;12;Man;65;Retired, unable to work;1;2
ELLADA;Small/middle town;Widow: without children;12;Man;79;Retired, unable to work;1;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;19;Man;72;Retired, unable to work;3;1
ELLADA;Small/middle town;(Re-)Married: children this marriage;12;Man;83;Retired, unable to work;3;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;20;Man;27;Skilled manual worker;2;3
ELLADA;Small/middle town;(Re-)Married: without children;18;Woman;54;Responsible for ordinary shopping, etc.;2;3
ELLADA;Small/middle town;(Re-)Married: children this marriage;22;Woman;33;Owner of a shop, craftsmen, etc.;2;3
ELLADA;Rural area or village;Single: without children;22;Man;38;Unemployed, temporarily not working;1;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;40;Owner of a shop, craftsmen, etc.;2;3
ELLADA;Rural area or village;Single: without children;21;Woman;33;Unskilled manual worker, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;15;Man;42;Owner of a shop, craftsmen, etc.;2;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;47;Responsible for ordinary shopping, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;19;Man;35;Owner of a shop, craftsmen, etc.;3;1
ELLADA;Rural area or village;(Re-)Married: children this marriage;19;Woman;48;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Rural area or village;Single: without children;20;Woman;22;Unemployed, temporarily not working;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;19;Man;60;Retired, unable to work;3;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;16;Man;72;Retired, unable to work;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Man;44;Employed position, travelling;2;1
ELLADA;Rural area or village;(Re-)Married: without children;14;Man;73;Retired, unable to work;1;3
ELLADA;Rural area or village;(Re-)Married: without children;18;Woman;60;Responsible for ordinary shopping, etc.;2;2
ELLADA;Rural area or village;Single liv w partner: without children;24;Woman;27;Middle management, etc.;4;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;23;Woman;42;Responsible for ordinary shopping, etc.;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;16;Woman;50;Unemployed, temporarily not working;5;3
ELLADA;Small/middle town;(Re-)Married: without children;15;Woman;69;Responsible for ordinary shopping, etc.;2;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Man;47;Owner of a shop, craftsmen, etc.;3;3
ELLADA;Small/middle town;(Re-)Married: without children;12;Woman;72;Retired, unable to work;2;2
ELLADA;Small/middle town;(Re-)Married: without children;17;Woman;77;Retired, unable to work;2;2
ELLADA;Rural area or village;Widow: with children;12;Woman;84;Responsible for ordinary shopping, etc.;2;1
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Man;58;Farmer;2;3
ELLADA;Rural area or village;Widow: without children;12;Woman;74;Responsible for ordinary shopping, etc.;2;2
ELLADA;Rural area or village;Widow: with children;12;Woman;78;Retired, unable to work;2;2
ELLADA;Small/middle town;(Re-)Married: without children;18;Woman;64;Responsible for ordinary shopping, etc.;2;2
ELLADA;Small/middle town;(Re-)Married: without children;39;Woman;39;Business proprietors, etc.;2;3
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;45;Responsible for ordinary shopping, etc.;2;1
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Man;43;Owner of a shop, craftsmen, etc.;2;1
ELLADA;Large town;Divorced/Separated: without children;20;Man;47;Unemployed, temporarily not working;3;2
ELLADA;Large town;(Re-)Married: without children;17;Man;78;Retired, unable to work;2;5
ELLADA;Large town;(Re-)Married: children this marriage;12;Woman;70;Retired, unable to work;3;2
ELLADA;Large town;(Re-)Married: children this marriage;12;Woman;70;Retired, unable to work;3;1
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;46;Responsible for ordinary shopping, etc.;5;2
ELLADA;Large town;(Re-)Married: children this marriage;23;Man;43;Employed position, at desk;2;2
ELLADA;Large town;(Re-)Married: without children;12;Man;74;Retired, unable to work;2;2
ELLADA;Large town;Single: without children;10;Woman;69;Retired, unable to work;1;2
ELLADA;Large town;(Re-)Married: without children;12;Woman;70;Retired, unable to work;3;1
ELLADA;Large town;Single liv w partner: without children;27;Man;29;Employed position, at desk;1;1
ELLADA;Large town;Single: without children;18;Woman;33;Unskilled manual worker, etc.;2;1
ELLADA;Large town;(Re-)Married: children this marriage;24;Woman;41;Unemployed, temporarily not working;2;2
ELLADA;Large town;(Re-)Married: children prev marriage;18;Woman;60;Responsible for ordinary shopping, etc.;2;4
ELLADA;Large town;(Re-)Married: children this marriage;25;Man;46;Employed professional (employed doctor, etc.);2;2
ELLADA;Large town;Widow: without children;12;Woman;78;Retired, unable to work;1;3
ELLADA;Large town;(Re-)Married: without children;12;Man;80;Retired, unable to work;2;2
ELLADA;Large town;(Re-)Married: without children;18;Woman;63;Unemployed, temporarily not working;2;3
ELLADA;Large town;(Re-)Married: without children;24;Woman;56;Middle management, etc.;2;5
ELLADA;Large town;(Re-)Married: without children;12;Man;67;Retired, unable to work;2;4
ELLADA;Large town;(Re-)Married: without children;18;Woman;78;Responsible for ordinary shopping, etc.;2;4
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;62;Retired, unable to work;4;2
ELLADA;Large town;(Re-)Married: children this marriage;24;Man;76;Retired, unable to work;3;2
ELLADA;Large town;(Re-)Married: children this marriage;17;Man;63;Retired, unable to work;3;1
ELLADA;Small/middle town;Single: without children;18;Woman;33;Employed position, travelling;3;2
ELLADA;Large town;Widow: without children;12;Woman;81;Retired, unable to work;1;3
ELLADA;Small/middle town;(Re-)Married: children this marriage;20;Man;44;Skilled manual worker;2;3
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Man;42;Skilled manual worker;2;3
ELLADA;Large town;Single: without children;98;Man;18;Student;5;2
ELLADA;Large town;(Re-)Married: children this marriage;23;Man;53;Employed position, travelling;3;1
ELLADA;Rural area or village;(Re-)Married: children this marriage;24;Man;49;Professional (lawyer, etc.);2;2
ELLADA;Rural area or village;Widow: without children;18;Woman;72;Retired, unable to work;1;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;25;Woman;40;Unemployed, temporarily not working;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;22;Man;41;Employed position, travelling;2;2
ELLADA;Rural area or village;Single: without children;27;Man;30;Professional (lawyer, etc.);2;2
ELLADA;Rural area or village;Single: without children;28;Man;31;Employed professional (employed doctor, etc.);2;1
ELLADA;Rural area or village;(Re-)Married: without children;22;Man;60;Employed position, at desk;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;23;Man;52;Professional (lawyer, etc.);4;2
ELLADA;Large town;(Re-)Married: without children;18;Man;44;Employed position, at desk;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;58;Responsible for ordinary shopping, etc.;4;2
ELLADA;Large town;Widow: without children;12;Woman;83;Retired, unable to work;1;2
ELLADA;Large town;(Re-)Married: without children;18;Woman;52;Unskilled manual worker, etc.;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;72;Retired, unable to work;3;2
ELLADA;Large town;(Re-)Married: children this marriage;23;Woman;50;Professional (lawyer, etc.);2;3
ELLADA;Large town;(Re-)Married: children this marriage;22;Woman;43;Employed position, service job;2;2
ELLADA;Large town;Single: without children;18;Man;35;Unemployed, temporarily not working;3;3
ELLADA;Small/middle town;(Re-)Married: children this marriage;22;Man;48;Employed position, travelling;2;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;20;Woman;50;Responsible for ordinary shopping, etc.;4;2
ELLADA;Small/middle town;Single: without children;98;Man;24;Student;4;1
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;41;Skilled manual worker;4;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;22;Woman;43;Unemployed, temporarily not working;3;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;33;Employed position, service job;2;2
ELLADA;Small/middle town;(Re-)Married: without children;18;Man;66;Unemployed, temporarily not working;2;2
ELLADA;Small/middle town;Single: without children;18;Man;28;Unemployed, temporarily not working;3;2
ELLADA;Small/middle town;Single: without children;98;Man;19;Student;4;1
ELLADA;Small/middle town;(Re-)Married: children this marriage;22;Woman;41;Responsible for ordinary shopping, etc.;2;1
ELLADA;Small/middle town;(Re-)Married: children this marriage;12;Woman;54;Responsible for ordinary shopping, etc.;3;1
ELLADA;Small/middle town;(Re-)Married: children this marriage;23;Woman;50;Unemployed, temporarily not working;3;2
ELLADA;Small/middle town;Widow: without children;17;Woman;70;Retired, unable to work;1;2
ELLADA;Small/middle town;Single liv w partner: without children;22;Woman;23;Unemployed, temporarily not working;2;1
ELLADA;Small/middle town;Divorced/Separated: without children;26;Woman;58;Unskilled manual worker, etc.;1;1
ELLADA;Small/middle town;(Re-)Married: without children;22;Woman;60;Retired, unable to work;2;1
ELLADA;Large town;Single: without children;98;Woman;17;Student;2;1
ELLADA;Large town;(Re-)Married: without children;12;Woman;70;Responsible for ordinary shopping, etc.;2;2
ELLADA;Large town;(Re-)Married: without children;12;Man;70;Retired, unable to work;2;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;21;Woman;57;Middle management, etc.;3;2
ELLADA;Small/middle town;Single: without children;98;Man;16;Student;3;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;21;Man;46;Employed position, at desk;2;2
ELLADA;Small/middle town;Widow: with children;12;Woman;57;Unemployed, temporarily not working;3;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;14;Woman;54;Skilled manual worker;4;5
ELLADA;Rural area or village;(Re-)Married: children this marriage;23;Man;59;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;40;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: without children;21;Woman;52;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Large town;(Re-)Married: without children;12;Man;59;Skilled manual worker;2;2
ELLADA;Large town;(Re-)Married: without children;23;Man;33;Professional (lawyer, etc.);2;2
ELLADA;Large town;(Re-)Married: children this marriage;22;Man;42;Employed position, at desk;2;2
ELLADA;Large town;Single liv w partner: without children;98;Woman;19;Student;1;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;42;Employed position, at desk;2;2
ELLADA;Small/middle town;Single: without children;98;Man;15;Student;4;1
ELLADA;Small/middle town;Single liv w partner: without children;15;Man;55;Skilled manual worker;2;2
ELLADA;Small/middle town;Single: without children;15;Woman;31;Employed position, service job;4;2
ELLADA;Small/middle town;Divorced/Separated: with children;15;Woman;43;Unemployed, temporarily not working;4;2
ELLADA;Small/middle town;(Re-)Married: without children;15;Man;67;Retired, unable to work;3;3
ELLADA;Small/middle town;(Re-)Married: without children;18;Woman;35;Employed position, at desk;2;2
ELLADA;Small/middle town;Single: without children;22;Man;34;Professional (lawyer, etc.);1;4
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;54;Unemployed, temporarily not working;4;1
ELLADA;Large town;(Re-)Married: children this marriage;19;Man;38;Employed position, service job;2;1
ELLADA;Large town;Single: without children;98;Woman;23;Student;4;1
ELLADA;Large town;Single: without children;15;Man;49;Skilled manual worker;3;1
ELLADA;Large town;Single: without children;98;Woman;17;Student;4;1
ELLADA;Large town;Single: without children;23;Man;44;Unemployed, temporarily not working;1;1
ELLADA;Large town;(Re-)Married: children this marriage;15;Man;67;Retired, unable to work;3;1
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;55;Retired, unable to work;2;1
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;44;Unemployed, temporarily not working;2;3
ELLADA;Small/middle town;(Re-)Married: without children;18;Woman;49;Unemployed, temporarily not working;2;3
ELLADA;Small/middle town;(Re-)Married: without children;15;Man;60;Retired, unable to work;2;2
ELLADA;Small/middle town;(Re-)Married: without children;18;Man;50;Employed position, service job;2;2
ELLADA;Large town;Single liv w partner: without children;21;Woman;31;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Large town;Widow: with children;22;Woman;38;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Large town;(Re-)Married: children this marriage;23;Man;45;Employed position, at desk;2;2
ELLADA;Large town;Single liv w partner: without children;18;Man;28;Skilled manual worker;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;43;Employed position, service job;3;2
ELLADA;Rural area or village;Widow: without children;12;Woman;76;Retired, unable to work;1;2
ELLADA;Large town;Single: without children;98;Woman;22;Student;5;2
ELLADA;Large town;Single: without children;18;Man;30;Retired, unable to work;1;2
ELLADA;Large town;Single: without children;20;Man;39;Unemployed, temporarily not working;1;2
ELLADA;Large town;Single liv w partner: without children;15;Woman;34;Responsible for ordinary shopping, etc.;2;2
ELLADA;Large town;Divorced/Separated: without children;12;Woman;51;Unemployed, temporarily not working;1;2
ELLADA;Large town;Single: without children;18;Man;29;Employed position, service job;2;2
ELLADA;Large town;(Re-)Married: children this marriage;13;Woman;38;Unskilled manual worker, etc.;4;2
